No;Label;Tweet
280;Netral;Saya baru pulih dari Covid  . Panas badan . Dingin ga bisa kena air . Hilang penciuman . Hilang rasa lidah . Pilek batuk.. . Otot kaku ngrentek . Lemes banget muales pol . Kepala nyutnyutan 
281;Netral;PUNCA PENINGKATAN KES COVID- SABAH HARI INI   JULAI   Sumber : Kenyataan Media Harian Kerajaan Negeri Sabah   Julai   JaPenSabah COVID LindungDiriLindungSemua https://t.co/CPThefaQw 
282;Negatif;Apa kata kita buat Qunut Nazilah  minta Allah melaknat para pemimpin yang telah banyak membunuh peniaga kecil  pesakit Covid-  dan mereka yang menghalalkan apa yang Allah haramkan dengan membenarkan pembukaan syarikat kredit komuniti yang jelas ada hukum riba? 
283;Netral;Rachmawati Soekarnoputri Dimakamkan Sesuai Protokol Covid- https://t.co/byQAnPtU 
284;Positif;Kerajaan kekal komited dalam mencari pelbagai cara dan mekanisme yang berkesan untuk membantu golongan yang terjejas disebabkan oleh pandemik COVID-.  MenangBersama LindungDiriLindungSemua KomunikasiKita JabatanPenerangan https://t.co/gZDNFtgoS 
285;Netral;Pada rakor tersebut  Khofifah juga menjelaskan  bhw berdasarkan data yang ada kasus Covid -  di Provinsi Jawa Timur mengalami peningkatan yang signifikan loh ! 
286;Netral;Pada rakor tersebut  Khofifah jg menjelaskan  bhw berdasarkan data yg ada kasus Covid -  di Jatim mengalami peningkatan yg signifikan loh ! 
287;Netral;Pada rakor tersebut  Khofifah jga menjelaskan  bhwa berdasarkan data yang ada kasus Covid -  di Jawa Timur mengalami peningkatan yang signifikan loh ! 
288;Netral;Pada rakor tersebut  Khofifah jugah menjelaskan  bahwa berdasarkan data yg ada kasus Covid -  di Provinsi Jatim mengalami peningkatan yg signifikan loh !
289;Netral;Rakyat yang terputus bekalan makanan akibat pandemik COVID-  boleh berhubung dengan pusat khidmat wakil rakyat di kawasan masing-masing untuk memohon Bantuan Bakul Makanan bawah Pakej Perlindungan Rakyat dan Pemulihan Ekonomi (PEMULIH) dan https://t.co/SgFUcBwzng 
290;Negatif;Ketika rakyat bertungkus lumus mencari nafkah hidup  episod perebutan kuasa pula sedang rancak berlangsung. sinarharian  https://t.co/WSgFKdGh 
291;Netral;Dalam rangka memutus rantai penularan Covid-  dan demi memberikan layanan dengan aman dan nyaman  apabila Wajib Pajak menghendaki layanan tatap muka  pastikan telah mengisi form https://t.co/ctokVuTZK. 
292;Netral;Apa itu rapid test antigen COVID- dan bagaimana mekanisme bekerjanya?  -Sebuah utas- 
293;Positif;Kita  ras  ras manusia! Dengan  musuh bersama pandemi Covid-. Kita harus memenangkannya bersama-sama ~ BungFADJROEL Sarang haeyooo Patuhi PPKMDarurat  KarenaKamiSayangKamu JubirPresidenRI  https://t.co/FqDEAwo 
294;Netral;Rata-rata penduduk dengan kebanyakannya pekerja industri dipercayai telah meninggalkan rumah masing-masing.  AWANInews AWANIpagi   https://t.co/kkOeeykcSe 
295;Negatif;Ratusan Pasien Covid- di RI Tewas Saat Isolasi Mandiri https://t.co/zHrNOrqlM 
296;Positif;RELAWAN SURABAYA MEMANGGIL .  Kami  relawan Surabaya memanggil segenap arek-arek Suroboyo  hadir demi Surabaya merdeka dari Covid-.  Kami  relawan Surabaya  siap untuk gotong royong bergerak melindungi diri  keluarga  kota dan negara  https://t.co/MKFiKbhn 
297;Netral;Remaja - Tahun Sudah Boleh Vaksinasi Covid- https://t.co/TofFOJ 
298;Netral;Repost  â€¢  â€¢  â€¢  â€¢  â€¢ Mengalami beberapa efek samping pasca vaksin Covid- adalah hal yang tidak jarang dipertanyakan banyak warga. Efek samping ini dapat terjadi karena tubuh memberikan respon alami....... https://t.co/ZPaaVMEG https://t.co/SabipZly 
299;Netral;Repost  â€¢ â€¢ â€¢ â€¢ â€¢ â€¢ TemanPemilih  kamu perlu tahu aturan PPKM Darurat Jawa Bali tanggal - Juli . Ayo pahami dan patuhi ya...agar  pandemik Covid- segera berlalu  KPUmelayani https://t.co/tRcduyGZE 
300;Negatif;Repost  â€¢  â€¢  â€¢  â€¢  â€¢ Wilujeng berakhir pekan wargi Bandung! Akhir pekan dirumahaja ya ğŸ˜˜ â€¢ Lonjakan kasus cukup meningkat di Kota Bandung  mungkin ada tetangga kita juga yang terpapar Covid-. Jangan..... https://t.co/lNycCzexP https://t.co/tcxyBmqss 
301;Negatif;RS di DKI Nyari Kolaps karena Covid-  Anies: Ini Nyata  Posisi Kita Sangat Berisiko https://t.co/jFbbZLnr https://t.co/ZQshbhbm 
302;Netral;RSUD dr Soetomo Benarkan Foto Jejeran Jenazah Covid- yang Ditutupi Lampin https://t.co/FgaYQhR https://t.co/NTyfRMihLz 
303;Negatif;Ruang IGD semua Rumah SakitÂ² di Jakarta penuh semua dgn pasienÂ² Covid-. Gimana kalo Ruang sidang DPR dijadiin Ruang Isolasi darurat ajaâ— daripada mubazir yaa kan â‰ï¸ https://t.co/frYibxPY 
304;Negatif;Rumah Sakit Umum Pemerintah (RSUP) Dr Sardjito DI Yogyakarta dikabarkan kehabisan oksigen medis. Akibatnya  enam pasien Covid- meninggal dunia. https://t.co/nHYwtJsAK 
305;Positif;S E R D A D U . .  Old soldiers never die and they never fade away. Until they are call by the wall mighty lord  ğŸ‡²ğŸ‡¨ . . Terimakasih Opung LBP    Selamat berjuang      para nakes    seluruh elemen masyarakat sbg garda terdepan melawan Covid-. https://t.co/ulgnsbf 
306;Negatif;Berapa banyak yang sadar bahwa keterbatasan kemampuan negara melindungi rakyat dari pandemi covid- adalah akibat korupsi yang merajalela? 
307;Positif;Untuk sahabat twitter Yang sedang sakit terpapar Covid- Semoga cepat sembuh   membaik Tetap semangat dan terus berdo'a Yang sehat tetap patuhi Prokes  Semoga kita semua termasuk orang yang beruntung ğŸ¤² aamiin 
308;Netral; HARI SAHAJA LAGI â—ï¸â—ï¸â—ï¸  Ayuh merebut keberkatan Aidiladha ini dengan ibadah Qurban Plus bersama As Sofa.  Selain disalurkan kepada fakir miskin dan golongan terkesan akibat Covid-  agihan turut diberikan kepada tahfiz terpilih.  https://t.co/LjetNaFVnQ https://t.co/VOnFsGy 
309;Netral;Pesakit COVID atau kontak rapat yang menjalani kuarantin di rumah perlu mendapatkan rawatan segera di fasiliti kesihatan jika mengalami gejala-gejala ini.   Gejala-gejala ini adalah 'warning signs' kesihatan pesakit  COVID- semakin teruk.   Segera dapatkan rawatan dengan: https://t.co/WlRUkyIqnF 
310;Netral;Satgas Covid- Depok Tindak Tegas Kerumunan saat Gelar Hajatan https://t.co/HslWIWZc 
311;Positif; Demi kesehatan dan agar menekan berkembang covid  mari kita ikuti surat edaran gubernur 
312;Positif;Selamat berhari Minggu Semoga Covid  cepat berlalu 
313;Netral;Selamat jalan  maestro. Covid- merenggut sang dalang  Ki Manteb Soedharsono  saat isoman  tidak kebagian kamar di RS. https://t.co/keidZKq 
314;Positif;Selamat pagi sahabat TiJe  selamat berakhir pekan  dalam menghadapi pandemi Covid- setiap individu untuk tetap tenang dan waspada  disiplin menerapkan protokol kesehatan berarti membantu mengurangi rantai penyebaran virus COVID-. Selalu jaga kesehatan ya :) https://t.co/CblYIOBJ 
315;Netral;Sepakat Outreach Vaksinasi Covid- bersama Masyarakat Orang Asli Pos Sungai Rual  Jeli  Foto penuh klik pautan di bawah :  https://t.co/sbLIpNou        bergheh KomunikasiKita Outreach https://t.co/nUXsb 
316;Positif;Penyerahan Bantuan Sosial Terdampak Covid  oleh Rofik Hananto Anggota Komisi VI FPKS DPR RI  Berupa: -  Tabung Oksigen -  Handsanitizer -  Lauk Pauk -  Box Kurma -  Boks Nasi siap Konsumsi https://t.co/wUhpoUPI 
317;Negatif;TERSERAH - SERAHLAH DKI SUDAH HANCUR DI TANGAN LOE  CUK ! . . . . . . Asal jangan bikin tugu lagi mual tau ga sih. . .  https://t.co/uaUOdGYct 
318;Positif;Sholawatan yuk.. Ya Alloh selamatkan kami dari pandemi COVID- yang semakin parah ini  Ya Alloh sehatkanlah kami semua .. Aamiiin  Sholawat bersama gus Aldi lihat channel  Gus Muhaimin https://t.co/REXrCgIV 
319;Positif;Siapkan segala sesuatunya Â sepertiÂ makanan Â obat-obatan Â dan alat pemantau kondisi tubuh Â agar isolasi mandiri Covid- berjalan aman serta nyaman. https://t.co/vPOCstQO KoranTempo 
320;Positif;Sila ingat untuk lengkapkan vaksinasi anda (terutama bagi vaksin yang mempunyai  dos)  ini bagi memastikan anda dilindungi sepenuhnya daripada jangkitan COVID-.    MenangBersama LindungiDiriLindungiSemua PKPD KitaTeguhKitaMenang KomunikasiKita PsaCOVIDRTM https://t.co/FlbPcllNRn 
321;Netral;Sebab  situasi Covid- saat ini telah melampaui puncak kasus Covid- yang terjadi pada awal tahun ini loh! 
322;Negatif;Sma PENEGAKAN HUKUM COVID- itu hny diberlakukan kpd IBHRS!!!krn emang sdh mnjd TARGET untuk DIHABISI!!! BIADAB LAKNATULLAH!!! https://t.co/XhdAqwcoX 
323;Netral;Sobat Jatim   berikut ini peta sebaran COVID- di Jawa Timur s.d.  Juli .             https://t.co/hXhvqhOC 
324;Netral;Status Terkini COVID- Di Malaysia   Julai   Sumber:   MenangBersama LindungDiriLindungSemua KomunikasiKita JabatanPenerangan https://t.co/dOSiDQa 
325;Negatif;Stop Unggah Sertifikat Vaksin Di Medsos!  Sertifikat digital vaksin Covid - itu memuat QR Code yang wajib dilindungi karena didalamnya memuat data pribadi kamu lho..  Jadi.. Jangan pernah unggah sertifikat digitalnya ya.. karena bisa saja datanya disalahgunakan untuk kejahatan. https://t.co/QNrRZLul 
326;Positif;Berbagai suplemen ludes di pasaran ketika COVID- melonjak gila-gilaan. Padahal nggak perlu panik buying  berbagai vitamin penting ada di makanan sehari-hari. https://t.co/HVQbYj 
327;Netral;Surat Edaran Terbaru Satgas Covid- tentang Perjalanan Dalam Negeri: Dari Wajib Masker Tiga Lapis Hingga Kartu Vaksin https://t.co/HPbvOlk https://t.co/OUrfuTJo 
328;Netral;Persyaratan calon penumpang harus sudah divaksinasi Covid- minimal dosis pertama. https://t.co/mjFYjHQQUs 
329;Negatif;Soal penanganan Covid-  rujukannya pada ke China dan Vietnam. Tapi nanti kalau diimplementasikan seperti China dan Vietnam  muncung kalian juga yang paling kencang menentang. Kalian liat satu tank di jalan raya aja udah ributnya udah kayak apa. 
330;Netral;Petani yang mengusahakan sawah padi perlu mematuhi SOP yang ditetapkan untuk mengelak jangkitan COVID-.  ICYMI AWANInews AWANIpagi DisiplinMalaysia NormaBaharu  https://t.co/Dtxpskv 
331;Netral;Untuk itu  perlu ditarik rem darurat untuk bisa menghentikan penyebaran kasus Covid- melalui pembatasan mobilitas sosial. 
332;Netral;Task force covid  Selangor ni tujuan dia nak tunjuk hebat dari kerajaan persekutuan je. 
333;Positif;Peneliti asal Perancis  China dan Itali yang mengabarkan bahwa kandungan nikotin dalam rokok mempunyai efek baik dalam membantu pencegahan covid- . ğŸ¤”  https://t.co/CokAGXgr 
334;Positif;â€¼ï¸ Teman-teman  pandemi telah membuat kita bergerak dalam kenormalan baru  sekaligus memberi ancaman yang belum selesai. Kami bersyukur atas teman-teman yang sehat dan terlindungi. Namun kami turut sedih mendengar kabar positif COVID- dari banyak keluarga dan kerabat. 
335;Netral;TemanPemilih  kamu perlu tahu aturan PPKM Darurat Jawa Bali tanggal - Juli . Ayo pahami dan patuhi ya...agar  pandemik Covid- segera berlalu  KPUmelayani https://t.co/tVrqAejlGd 
336;Positif;Selalu yakin dengan thibbun Nabawi..  Studi Buktikan Madu dan Jintan Hitam Percepat Pembersihan Virus COVID- https://t.co/DkIdRoEie 
337;Negatif;Tempat tidur penuh  RSKD Balikpapan tutup layanan UGD COVID- - ANTARA https://t.co/oriEAubFN 
338;Negatif;Tim Advokasi Korban Korupsi Bansos Covid- telah mengajukan Gugatan    mendatangi langsung Pengadilan Tindak Pidana Korupsi Jakarta pada  Juni  lalu.  Tim Advokasi menggunakan Penggabungan Perkara Gugatan Ganti Kerugian yg diatur di Pasal  KUHAP.  BongkarKorupsiBansos https://t.co/SMsspAeHz 
339;Negatif;Today dapet kabar   bos samator Pak arief harsono  meninggal dunia setelah terpapar covid   Sungguh berita yang jujur menyedihkan buat  negara  Apalagi tindakan beliau dalam supply oksigen selama ini  Semoga amal Ibadah beliau diterima  oleh Tuhan yang Maha Esa https://t.co/oFXRsHej 
340;Positif;TPP Kabupaten Sampang mendo'akan semoga wabah Covid- segera diangkat oleh Allah SWT dari negeri ini                  DoaDariDesaUntukIndonesia  tppisampang https://t.co/UJPxgzyGT 
341;Positif;Tracing dan testing menjadi salah satu kunci penting penerapan PPKM Darurat supaya efektif  Pemerintah Kota Semarang akan berupaya melakukan lebih banyak swab untuk melakukan deteksi dini  guna meminimalisir dampak COVID-  seperti menurunkan angka kematian  BergerakBersama https://t.co/gDWrVPKO 
342;Negatif;Tragis! Tinggalkan RS  Pasien Covid- Meninggal di Selokan https://t.co/CySTbwQgNQ https://t.co/XBrhgbGX 
343;Negatif;Tua-muda Kaya-miskin Sekolah Tinggi-Tidak sekolah Artis-orang biasa Pejabat-Pengangguran  Arief Harsono  Bos Samator Group Meninggal Dunia Karena Covid- https://t.co/RmNgbF 
344;Netral;Penumpang kereta api jarak jauh diwajibkan menunjukkan kartu vaksin Covid-  minimal dosis pertama  selama PPKM Darurat. https://t.co/xOZKSBm 
345;Negatif;Kok malah ujungnya memprovokasi ya:  Ayo kita lawan pemerintahan dzolim ..  Aneh  saya pikir ibu ini akan mengatakan  Ayo kita lawan  kita putus penularan covid- ...  Silakan barangkali ibu itu ingin berkenalan dengan  . https://t.co/jRnhLNOI 
346;Netral;Update COVID- Muba: Bertambah  Kasus Sembuh   Positif   MeninggalÂ Dunia https://t.co/kRaLvdnpqC 
347;Netral;Update data sebaran kasus pasien Covid- di Kalurahan Wukirsari berdasarkan data dari Pemerintah Kalurahan Wukirsari yang bekerja sama dengan Puskesmas Imogiri I per Minggu  Juli  . https://t.co/DekqkSCg 
348;Netral;[UPDATE] pelayanan Vaksinasi COVID- di wilayah Puskesmas Mojolangu      https://t.co/uisvKMb 
349;Netral;Update Regulasi Persyaratan Naik KA di Masa PPKM Darurat  Perjalanan KA antarkota  penumpang usia  thn ke atas wajib menunjukkan kartu vaksin COVID- minimal dosis pertama    surat negatif RT-PCR atau Rapid Test Antigen.  Info lengkap: https://t.co/iVAfpFXQ  KAIupdate https://t.co/LHUAGukFJ 
350;Netral;Update : Rekap Data Implementasi PPKM Mikro  Zonasi Pengendalian Covid- di Tingkat Rukun Tetangga dari  Kalurahan  se Kabupaten Bantul.  Seluruh Kalurahan Terdapat Kasus Covid-  mulai hari ini  Sabtu  Juli   Bantul menerapkan PPKM Darurat  PPKMMikroJuli https://t.co/mVWQGmHiY 
351;Positif;USA hari ini telah membenarkan banyak sektor ekonomi dan sosial beroperasi secara normal.  tahun dulu mereka antara negara paling teruk dilanda Covid-. Perubahan yang sangat drastik.   Tindakan rakyat USA menggugurkan  Donald Trump adalah tepat. 
352;Netral;Sehingga kini Vaksin Covid- hanya dibekalkan oleh Kerajaan Malaysia mengikut Pelan Imunisasi COVID- Kebangsaan. Sebarang Penjualan atau Pembekalan vaksin melalui mana-mana medium lain termasuk secara dalam talian (Online) adalah TIDAK DIBENARKAN. https://t.co/nZZEupe 
353;Negatif;Vaksin Covid- tidak membuat anda kebal dari penularan Covid-!!! 
354;Netral;Vaksin yg ada skrg emg bukan bikin kita kebal Covid-. Jadi  - Masih bisa terinfeksi meski udah vaksin x  cuman gejalanya jadi terminimalisir. - Abis disuntik vaksin     butuh waktu berminggu utk pembentukan imun. Jd abis suntik ya gak boleh abai prokes. - Yg penting ikhtiar. https://t.co/vBCHYh 
355;Netral;Vaksinasi Covid- untuk anak usia - tahun di Klinik Pediacare  Jakarta Selatan Cek IG: klinikpediacare Sumber: https://t.co/WfvTeDOIo https://t.co/ORjMiBd 
356;Netral;Vaksinasi Covid- untuk anak usia - tahun di Mal Taman Anggrek  Jakarta Barat  Cek IG: maltamananggrek Tw:   Sumber: https://t.co/lCxkAFHUMP https://t.co/qecIcSNBy 
357;Negatif;Varian Delta yang cepat merebak telah mengakibatkan lonjakan kes baharu COVID- di serata dunia.  Varian itu yang dianggap 'ancaman terbesar' dilapor telah menular di hampir  negara sekali gus menjadi varian COVID dominan ketika ini terutama di https://t.co/THHscAFU 
358;Positif;Video semenit ini merangkum kebijakan Presiden menangani pandemi Covid- dalam satu setengah tahun terakhir. https://t.co/ShecHkt 
359;Positif;Viral Ganjar Pranowo Marahi Mahasiwa Positif Covid- yang Tolak Pakai Masker Setahun - https://t.co/slgngx https://t.co/vAeABIPY https://t.co/rZmfZguBe 
360;Negatif;Virus Corona Varian Delta Dominasi Wabah Covid- di Italia: Virus vararian Delta mulai Dominasi Wabah Covid- di Italia. Varian delta lebih ganas dari varian alpha atau beta. kampanye vaksinasi minim https://t.co/YlzUCmyyn https://t.co/UFxAGehMe 
361;Negatif;VIRUS COVID   ini asalnya dari LUAR (ASING) Tapi LUCU nya di JAKARTA  PINTU KELUAR MASUK untuk WARGA dibatasi tp PINTU KELUAR MASUK untuk WARGA ASING dibiarkan TERBUKA    beroperasi seperti biasa  Kalau saya gak percaya COVID pada ngamuk tp peraturan bikin saya gak percaya COVID 
362;Netral;Wakil Gubernur Jawa Timur Dr. H. Emil Elestianto Dardak  B.Bus.  https://t.co/lhSgDHpy.  bersama Wakapolda Jatim Brigjen Pol Drs. Slamet Hadi Supraptoyo  S.H.  M.H.  melaksanakan kunjungan kerja dalam rangka meninjau pelaksanaan PPKM Darurat Covid- di Kabupaten Tuban https://t.co/DvapbjhtYB 
363;Netral;Wakil Gubernur Jawa Timur  Emil Elestianto Dardak meninjau Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Darurat dan proses vaksinasi di Kabupaten Tuban.  https://t.co/xSHomGWyu     berita news terkini Jatim PPKMDarurat 
364;Negatif;Walikota Surabaya Eri Cahyadi mengatakan bahwa jika nanti ada yang melanggar PPKM Darurat  akan dibawa ke TPU Keputih untuk melihat berapa banyak orang Surabaya yang meninggal karena Covid-.  https://t.co/KexWbxR    berita news terkini Jatim PPKMDarurat 
365;Netral;Buat Warga Balikpapan yang Ingin Vaksinasi Covid- Bisa Daftar di Link Ini - https://t.co/EsHgfEkpe https://t.co/PbmADES 
366;Negatif;Warning signs' yang menandakan keadaan pesakit COVID- (yang kuarantin di rumah) semakin teruk dan perlu rawatan segera di fasiliti kesihatan.   ğŸ”´Demam berpanjangan  ğŸ”´Kesukaran bernafas  ğŸ”´Sakit dada  ğŸ”´Kurang selera makan dan minum  ğŸ”´Kelesuan bertambah teruk 
367;Negatif; Waspadai Penyebaran Wabah Covid .. yg semakin luar biasa Ganas dan mematikan 
368;Positif; Weekend masih sama dg misi menyelamatkan dunia  yaitu rebahan biar menekan angka covid- yg makin lama makin serem ğŸ˜©ğŸ˜© 
369;Netral;WHO sudah mengawasi varian Lambda sejak  Juni . Varian virus ini kemungkinan lebih menular dari varian lainnya. Simak fakta varian Covid- C atau lambda di https://t.co/PVDgpLELh Infografis CNNIndonesia. https://t.co/hUXtOYk 
370;Negatif;WHO murka karena ajang pertandingan sepak bola Euro  menyebabkan munculnya klaster COVID-. Hal itu berimbas pada meningkatnya Â kasus Corona varian Delta di Eropa.  https://t.co/aMcwGbM 
371;Negatif;Wisatawan yang akan berlibur ke Kota Yogyakarta diharuskan membawa surat keterangan bebas Covid- dan sudah divaksin Covid- https://t.co/qzJhLIlIg 
372;Negatif;Yg cuma bs goreng isiu    Ngamuk karna Pemberlakuan PPKM Darurat  monggo liat video ini  Covid- itu nyata    korbannya udah banyakâ€¼ PPKM dibuat untuk keselamatan Masyarakat.   Klo ga bs berkontribusi bg pemerintah    nakes  jangan tebar provokasi menolak PPKM https://t.co/gbcpdCesjo 
373;Negatif;Sedangkan yg iniğŸ‘‡ habib mustofa al haddar kalimantan Dipesan oleh wakil bupati agar ceramah waspada covid- ... eh malah dia ceramah bertentangan dari pesan wakil bupati  video serupa ceramah habib ini banyak di youtube   https://t.co/ChuTbz 
374;Negatif;   Yg mau razia siapa? Yaqut itu org NU yg terkenal dengan toa masjidnya seabregÂ² satu toko diborong semua  sampai saya saja muak dgn NU.  Jokowi juga tidak pernah membuat perintah untuk itu. Yg memaksa adalah wabah pandemi covid-. Saya sendiri bukan orang pro-jokowi. 
375;Negatif;Apa yg terjadi saat ini  adalah wujud kegagalan pemerintah dalam melindungi rakyatnya  gagal menangani penyebaran covid  sejak awal gagal dalam penyediaan fasilitas kesehatan yang layak dan mirisnya semua diam parlemen pun bungkam 
376;Negatif;Kepada yth Presiden RI . Tolong stop penerbangan manusia dari luar negeri. Jgn biarkan warga negara asing membawa virus dan menyebarkannya kpd rakyat Indonesia. Tp pemerintah marah dikritik krn angka kematian akibat Covid- meningkat dan ekonomi buruk. Rakyat bkn tumbal 
