Label,Tweet
1,alhamdulilah orang jalan pt ibrahim daftar vaksin program daftar vaksin tubuh team data sumbang rm sakit covid penghulu mukim pontin jpkk pt ibrahim
0,amah gue positif c sedih bgt pas dapet kabar kalo amah papar covid suster mohon bantu doa nya gais sembuh amah gue suster moga cepet negatif alhamdulillah nya amah gue gejala apa tpi tetep aja sedih bgt amah gue
0,ancam sakit mati krn covid bgt yuk perbnyk bicara laku guna bg orang bnyk stop cari salah orang hny spy orang suka bicara baik orang buruk suka cari keburu
0,anggap remeh wabah covid berat banjir igd kapar rumah rs tampung obat het obat butuh kendali pandemi perilaku manusia butuh sadar jauh risiko tular
0,anggota komisi xi dpr fraksi partai demokrat didi irawadi nilai jka perintah paksa pindah kota negara ikn lonjak covid perintah tdk milik sikap empati kepd rakyat
1,antri ambulance bawa pasien covid dijogja mlm moga layan pulih semangat kru ambulance juang hantar pasien semangat nakes rs jogjakarta
1,april banser tanggap bencana bagana bagana kabupaten kalong makam jenazah covid takut panggil jiwa cinta negeri
1,as dukung indonesia lawan tingkat covid sindonews bukanberitabiasa
1,as kirim juta vaksin covid moderna indonesia jabat bahas rencana as tingkat bantu upaya respons covid indonesia luas
1,atas lonjak covid gubernur jawa timur khofifah indar parawansa langsung gerak cepat
1,awal beritabaikhariini kerjasama pagi tim pagipagi berita informatif inspiratif update berita portal
0,awasbahayaviruskadrun saat perintah konsolidasi lawan pandemi covid mahasiswa dukung namun bem ui kritik tampa data tampa solusi bem ui tunggang kelompok penting
1,ayo olahraga guys keluar keringat tingkat imun lawan covid
1,ayo pakai masker disiplin protokol sehat cegah sebar virus covid divhumaspolri poldakaltim polrestasamarinda polsektasungaikunjang ayopakaimasker patuhiprotokolkesehatan cegahviruscovid
1,ayotaatim taatiprotokolkesehatan saat pandemi covid laku ppkm darurat tni polri tdk bosan bosan nya menghimbau kpd warga agr tertib taat prokes agr hindar covid terap m dlm hidup hari jgb korban virus corona
0,bagamana covid turut nyata sakit bohong bisnis vaksin nyata sakit sengaja bisnis vaksin silah isi dapat koment ya
0,baik henti indah konspirator covid bantu jaga cerita hidup situasi urgen rumah sakit kewalahan bahas kontribusi baik situasi terima kasih
1,bakti jaga selamat masyarakat mari kontribusi cegah tular covid patuh protokol sehat vaksinasi covid semangatpresisipolresgorontalo
1,bangkit umat bangkit indonesia mari jaga semangat zakat energi kedermawanan indonesia kuat krisis pandemik covid prof hilman latief m a ph d miladlazismu lazismu muhammadiyah memberiuntuknegeri zakatbangkitkanindonesia
1,bantu tangan covid dprd tim cleaning service perhati detakkaltim
1,barusan orang cerita lucu dia vonis covid fucksin x telah ket fauckin si tarik statement nya saran istirahat minum air putih banyak arti dagang
0,bejat manusia manfaat darurat akibat pandemi covid jual agama negara chaos
0,belasungkawa arief harsono milik samator produsen oksigen medis besar indonesia almarhum tinggal covid
1,belia masjid lis kerjasama masjid negeri arau lancar projek food bank inisiatif ringan beban golong kes pandemik covid
1,bersholawat nariyah berdo a selamat bangsa bebas wabah pandemi covid blora bismillah allahumma aamiin ariefrohman
0,berwudhu hancur virus corona covid kotor debu wudhu tetap ilmu islam suci sbg syarat sah sholat mabok agama walkot depok deh bajar agama orang beril
0,bingung tebar teel video nyata ichsanuddin noorsy covid pakai dalil ngutif ayat al-quran tahu ekonom musim corona dadak ngustadz kiyai
0,bom sampe kayak jakarta aja kalo boom covid tau mana cari oksigen sana
0,bpk wajib audit masuk rekening koruptor
0,buntut larang salat ied takbir menag takut covid banding allah
0,buntut larang sholat ied takbir menag takut covid banding allah swt
0,cegah sebar covid protokol masker jaga jarak cuci tangan tutup masjid masjid
1,cegah sebar covid terap prokes do a moga pandemi doadaridesaumtukindonesia tppimagetan
0,covid ganas anggota dprd tim ingat prokes kendur detakkaltim
0,covid jg sdg ngamuk peduli dg lonjak covid tinggal sampe gali kubur kewalahan rs overloads sampe nakes lelah manusia empati barang klo bs bantu gaduh
0,covid kes mati hospital tingkat kali ganda
0,covid maxisme-leninisme manusia bagi sumber daya vaksin capai kebal global persen virus mutasi ubah sayang negara kaya vaksin negara miskin
0,covid orang kaya indonesia orang kaya oleh untung ratus sd ribu milyar rupiah negeri mohon tunjuk peduli negara rakyat beli juta vaksin pfizer moderna u suntik rakyat scr gratis
1,covid semprit disiplin hormat masyarakat top sehat doyo
0,covid senjata konflik geopolitik
0,diam rumah sakit isoman rumah kedulitan akses obat sakit prokes wajib rs rujuk covid kolaps pasien tinggal dunia rumah
1,dianissa rachman puter indonesia kaltim ajak warga samarinda ikut vaksinasi covid tribun kaltim
0,daerah tiada bunyi serine mobil ambul blm daya lawan covid krn warga blm patuh prokes perintah
0,diri samator indonesia jasa pandemi covid duka cita
1,doa desa untukindonesia bangsa indonesia pulih pandemi covid
1,doa moga sehat hindar wabah covid doadaridesauntukindonesia
1,dokter tenaga medis juang hadap covid sehat sakit isoman baca ajar nabi shollallahu alayhi wa sallam ulang hati tenteram in-syaa allah ppkmdarurat
0,double standard idea bodoh serius tangan kes covid beban frontliner sop cacamarba sensitif pekak buta lambat peka ttg susah rakyat lampau main politik gila kuasa bodoh rakyat
0,duka cita pabrik oksigen tolong
1,dukung langkah perintah putus rantai sebar covid sobat mari patuh bijak ppkm darurat bijaksana indonesia lawan covid ppkmdaruratlindungikita
0,dunia mau ikut doang lockdown model india bijak gak ikut akibat india sukses turun kali lipat orang infeksi covid gak berita mati luncur rumah rumah teman teman ngeri
0,eggi sudjana dkk jokowi tobat dgn syarat es ngebacot nggak ta u maklum sakit presiden ri bpk joko widodo jajar pusat daerah tk i tk ii camat lurah rw desa rakyat fokus kerja keras hadap pandemi covid merdeka
0,egois sok jago krisis sehat ubah krisis manusia kawaaan papar covid aib sakit tp sebar tahan
0,ekspansi virus delta india malaysia indonesia rusia inggris as krisis covid vaksin menang kebal persen virus ubah ketidaksetaraan vaksin kaya negara miskin
0,enjoyed rentas negeri kesan kes covid lebur rana main politik sang politikus haprak takat kes rakyat mati muflis moga balas teruk azab dunia akhirat
0,eropa hadap gelombang infeksi covid who ingat gemar euro sebar super varian delta plus
1,fungsi jec sbg rumah sakit darurat covid lbh cepat efektif effisien sgr operasional colek
0,fyp gue skrng bnyk orang mninggal gegara covid moga panggil ama tuhan husnul khotimah jan lupa patuh protkes
0,gelar hadir acara nikah sungguh covid capai rekor keluh situasi pandemi ada pesta benar anomali
0,gonta-ganti nama bijak pandemi ikut bijak tangan pandemi covid indonesia baca teks vulgar bak truk lupa nama editorial korantempodigital korantempo
1,gubernur ganjar pranowo puji warung layan pesan take away bungkus bawa pulang pandemi covid ganjarpranowo
0,gue curiga konspirasi kait covid dicovidkan ambulance takut covid gak bahaya defense mechanism orang takut
0,gue nunggu si ali tular virus covid aje buang energi ngasih tau orang bebal gue kawan temlen udeh kena tinggal dunia gue kagak nyumpahin die kek ken ngerasain sakitnye kena covid kek
0,guys angka mati akibat covid indonesia and we never thought we would write this but chances are orang keliling hilang orang sayang pandemi
1,hallo kawan jm patuh protokol sehat putus sebar covid kawan jm aktivitas mana lupa m yuk cegah sebar covid
1,halo sahabat lingkung tekan covid mari laku tangan limbah medis sumber terang lihat infografis yah yuk bijak kelola sampah limbah medis rumah
0,hamademokrasi ganggu dg dorong bongkarkorupsibansos covid advokasi bela hak pegawaikpk korban twk narasi skrg ganggu perintah sdg tanggulang pandemi pdhal salah faktor ganggu korupsi dlm tangan covid
0,harap pimpin dpt isu timbul kena sewa bantu tangan covid ianya fitnah harap pimpin pas dpt nafi fakta bukti
0,hmi puruk negara pandemi covid jokowi jabat
0,indonesia sgt berat hadap pandemi covid landa dunia bnyk tdk patuh tdk disiplin mudah protes dg imani ayat sy percaya bangsa indonesia presiden jokowi insha allah sanggup lewat coba berat krisis
1,ivermectin obat terapi covid obat ivermectin produksi pt indofarma tlah izin edar bpom moeldoko bantu distribusi ribu obat ivermectin kota singkawang moeldokomilikihakhukum
1,jakarta panggil perintah provinsi dki jakarta buka peluang tenaga profesional sehat kendali covid lingkung dinas sehat provinsi dki jakarta yuk daftar kendali covid jakarta
0,jalan margonda ngeyelnya kayak mudik kemarin tahu efek ledak covid tunggu tegas ganti kepala daerah becus
0,jam bangun renung hilang teman covid jam hilang sahabat jane salimar selamat jalan moga tempat baik sisi allah swt
1,janganogeb sebar virus covid cepat tenang gegabah susu beruang abis cari tempat susu beruang c dah langka harga vitamin c stay safe jaga sehat
0,jerit tangis masyarakat indonesia tolong medis tindak darurat covid
0,jiexpo msh blm tampung pasien c gedung dpr-mpr pakai krn slm fungsi masyarakat
0,jokowi kerumun mana ntt kali tpi segar bugar berita dengar kena covid sakti jokowi kasih resep gimana kerumun kena uu prokes kena covid
0,jokowi pontang panting urus covid ma ruf amin mana lupa wapres
0,kabar duka lonjak covid ketua bidang maritim dpp partai nasdem emmy hafild tinggal dunia sabtu malam emmyhafid
0,kabar sedih kawan gue oki irawan dosen kaprodi feb uhamka kanan samping gue wafat covid mohon doa beliau orang banget foto dgn bang wildan umj bang sandris bang oki
1,kabar teliti baru air purifier portable hepa filter turun risiko papar aerosol simulasi covid indoor kombinasi masker hepa filter turun risiko air purifier hepa filter masker ruang tutup works
0,kabur rsud wonosari gunung kidul pasien covid temu tinggal selokan kasat reskrim polres gunungkidul akp ryan permana benar temu jenazah selokan ruang igd rsud wonosari dalam meter polisi
0,kali mati fasilitas sehat isolasi mandiri rilis catat orang tinggal dunia isolasi mandiri lemah jamin selamat rakyat indonesia
0,kaum bedebah tebar fitnah gitu picik kerdil otak kaum intelektuak model hilang sdh akal sehat heboh video ichsanuddin noorsy yahudi dikte islam covid ferdinand harap kena
0,kayak kritisi timpang miskin rentan pandemi kuli konstruksi persen tetep kerja ppkm contoh papar covid akses fasilitas perintah penuh gak opsi bayar hotel mahal
1,keingetan pas abi lawan covid serta sakit bawa alhamdulillah gasampe kasih awat intensive
0,kelompok perhati kembang covid indonesia laporcovid sebut faskes indonesia kolaps hadap pandemi kemenkes ban
0,keluarga papar covid waspada virus wuhan mutasi delta india tular cepat tangan ancam jiwa rs penuh harga obat lambung tabung oksigen langka rakyat jerit
0,kena batal hasrat pn tahan kejap covid ni kawal parti pecah belah paksa pru rakyat salah umno
0,kenal bantu dpt ruang isolasi rs icu oksigen ambul dpt kabar kenal tinggal krn covid pro perintah oposisi tni polri asn swasta dll cari selamat moga tuhan lindung rakyat negeri
1,kenal follow retweet teman teman kali postingan orang membutukan informasi bantu supply covid tweet jual barang jasa butuh bantu
0,kendali ppkm darurat covid diy ledak sindonews bukanberitabiasa
0,kerajaangagal muhyiddin abai kadar mati akibat covid malaysia tumpu usaha pasu perkara rana mati jun sahaja tahap terima
1,ketua pbnu dukung ppkm darurat upaya tekan covid lindung masyarakat ppkm langkah
0,khofifah si atas lonjak covid tangan hilir loh
0,kkm aku kluster selangor punca kilang pulak azmin kilang punca utama kes covid
1,klien ambil a-life legasi pd manfaat free covid diagnosis cover even for home quarantine c komplikasi vaksin jommmss dapat hibah keluarga wassap
1,klo uang beli hewan qurban tetangga teman mebutuhkan bantu krn dampak covid didahulukam berqurban bersadekah pilih sadekah qurbannya aja krn sadekah selesai orang
0,korban korban tinggal konspirasi teori covid ya
1,krn arab tiada ibadah haji warga asrama haji rs darurat covid respect menag cepat tanggap moga bantu sednag sehat disiplin prokes m ya
1,kunci konsumsi makan sehat gizi imbang agam dukung fungsi kebal tubuh optimal jenis makan hindar papar covid the british nutrition foundation
0,langgar ppkm darurat warga ajak tour of duty makam covid--liponsos detiknews
0,ledak positif covid diy hari
0,lonjak wabah virus corona kejut negara pasal cetak rekor tinggi covid sejarah pandemi negeri ganas langsung mati sektor sehat ekonomi pimpin islam atas
0,lonjak wabah virus corona kejut negara pasal cetak rekor tinggi covid sejarah pandemi negeri ganas langsung mati sektor sehat ekonomi simak channel mmc
0,lonjak wabah virus corona kejut negara pasal cetak rekor tinggi covid sejarah pandemi negeri ganas langsung mati sektor sehat ekonomi simak lengkap channel mmc
0,luhut binsar pandjaitan mewanti cari untung ppkm darurat ppkmdarurat
0,luhut coba naik harga obat covid sesal
1, ya
0,masyarakat sabar antri kerumun desa rebut vaksin covid langgar prokes
1,menteri selaras program covid bangsa pick khairy jamaluddin anggar juta terima libat program sukarela astrazeneca covid terima janji temu dekat komunikasikita jabatanpenerangan
1,moga jalan kurang nya covid
1,moga pandemi covid sgr bumi indonesia doadaridesauntukindonesia
1,moga ppkm darurat kurang sebar covid
1,moga ppkmnya hasil tekan laju tular covid varian apa
0,mohon maaf destinasi wisata diy paksa tutup naik covid laku ppkm darurat moga covid diy turun aktivitas terap protokol sehat ketat
0,mohon maap nih sardjito habis oksigen kemarin malam masyarakat adem ayem aku takut banget grup aspen cerita rs timbang dnr pasien covid allah
0,mohon vaksinasi golong menteri selaras program imunisasi covid bangsa pick khairy jamaluddin abu bakar menangbersama lindungdirilindungsemua komunikasikita jabatanpenerangan
1,nakes garda depan juang tanggulang covid serah terus juang rakyat
0,oksigen rsup sardjito yogya tip pasien covid kabar tinggal
1,orang indonesia ramah sopan santun bukti buru jabat anggap covid dar goyang ubur-ubur nkri nggak mempan covid iklim tropis jamu kalung eucalyptus doa muka agama
0,orang jakarta pergi jalan sumatera barat makan jalan masker biar rasa ledak covid sana orang asa rasa
0,orang rumah aware covid kecuali emang pala batu bapak abet
0,orang sahabat kabar tinggal stlh juang lawan ganas covid lambat tangan medis akibat batas ruang icu rahmat hidayat alumni sma bdg farmasi itb jane shalimar urus dpp selebriti duka
1,orang sempat vaksin covid penuh syarat mending buru vaksin covid
1,pademi bom mari lawan sebar virus covid patuh protokol sehat cucitanganpakaisabun pakaimaskermu jagajarak
1,pagi cerah riah covid
1,pagi mari bagi berkat kasih tuhan terima umat manusia cipta nya pandang beda selisih salam semangat sehat sehat patuh protokoler covid
0,panic buying susu kaleng ndak khasiat cegah infeksi covid mending buru vaksin khasiat cegah infeksi covid yukvaksin
1,patuh ketua adat covid masyarakat baduy nol persen
1,pentadbiran amerika syarikat sahkan sumbang juta dos vaksin covid pfizer biontech kpd malaysia pegawai rumah putih sumbang juta vaksin malaysia isnin julai presiden jo biden komited sumbang juta dos vaksin dunia
1,percaya covid bantu tenaga medis supir ambul tugas gali kubur tenaga guna duduk sebar covid bla bla bla
0,perintah abai pasien covid tinggal isolasi mandiri
0,perintah gagal sikap plinplan covid huru-hara perintah atas situasi buruk buzzerp rusak hidup memframing perintah tangan ayo teng sadar
0,perintah konsolidasi lawan pandemi covid mahasiswa mesti peran aktif perintah konsolidasi lawan pandemi covid kritik solusi awasbahayaviruskadrun
1,perintah wakanda usaha tanggulang covid
1,personil sat lantas laksana yustisi mandiri bantu perintah putus sebar covid polda bal polres klungkung satu lintas
1,pesan ulama kh said aqil sirajd dukung ppkm bijak perintah redam sebar virus covid
0,pikir bodoh mending biaya daftar haju ente orang tua ente aj tarik alhamdulillah klo berangkat panggil allah ibadah haji laku org panggil provokasi org org ibadah dunia kena covid
1,pimpin pusat muhammadiyah surat edar pimpin pusat muhammadiyah nomor edr i e pandu siap iduladha h pandemi kondisi covid tingkat moga perhati aamiin
1,ppkm darurat cegah luas sebar covid
1,ppkm darurat laku juli laksana tekan sebar covid kendali selamat rakyat hukum tinggi
1,ppkm darurat laku patuh tekan laju tular covid poin perhati ppkm darurat jawa sesuai instruksi gubernur jawa no
1,ppkm darurat sesuai instruksi presiden jokowi harap tekan sebar covid jawa timur
0,ppkm darurat usul tutup pintu masuk indonesia darat laut udara atas covid varian delta asal india wni kawasan ppkm darurat kawasan wajar wna masuk indonesia
1,ppkm langkah sejarah ivermectin obat cacing duga lawan covid
0,prediksi lonjak corona ganas perintah abai serba-serbi mmc lonjak wabah virus corona kejut negara pasal cetak rekor tinggi covid sejarah pandemi negeri
0,prinsip ekonomi dasar supply vs demand dampak pd naik harga obat sembuh infeksi covid perintah dlm manusia kalah jiwa bisnis dlm situasi susah spt damn
1,proning the miracle of sujud sembuh serang covid
1,pt rosalia indah transport sepenuh dukung program perintah kait tangan covid laksana ppkm laku batas giat masyarakat darurat terap kota kabupaten p jawa p bal tgl juli
0,qunut nazi allah laknat pimpin bunuh niaga sakit covid halal allah haram benar buka syarikat kredit komuniti hukum riba
1,raja kekal komited cari pelbagai mekanisme kesan bantu golong jejas sebab pandemik covid menangbersama lindungdirilindungsemua komunikasikita jabatanpenerangan
0,rakyat tungkus lumus cari nafkah hidup episod rebut kuasa rancak sinarharian
1,ras ras manusia musuh pandemi covid menang bungfadjroel sarang haeyooo patuh ppkmdarurat karenakamisayangkamu jubirpresidenri
0,ratus pasien covid ri tewas isolasi mandiri
1,rawan surabaya panggil rawan surabaya panggil segenap arek suroboyo hadir surabaya merdeka covid rawan surabaya gotong royong gerak lindung keluarga kota negara
0,repost wilujeng pekan wargi bandung pekan dirumahaja lonjak tingkat kota bandung tetangga papar covid
0,rs dki nyari kolaps covid anies nyata posisi risiko
0,ruang igd rumah sakit jakarta penuh dgn pasien covid gimana kalo ruang sidang dpr dijadiin ruang isolasi darurat aja mubazir yaa
0,rumah sakit perintah rsup sardjito yogyakarta kabar habis oksigen medis akibat enam pasien covid tinggal dunia
1,s e r d a d u old soldiers never die and they never fade away until they are call by the wall mighty lord terimakasih opung lbp selamat juang nakes elemen masyarakat sbg garda depan lawan covid
0,sadar batas mampu negara lindung rakyat pandemi covid akibat korupsi rajalela
1,sahabat twitter sakit papar covid moga cepat sembuh baik semangat berdo a sehat patuh prokes moga orang untung aamiin
1,sehat tekan kembang covid mari ikut surat edar gubernur
1,selamat hari minggu moga covid cepat
1,selamat pagi sahabat tije selamat pekan hadap pandemi covid individu tenang waspada disiplin terap protokol sehat bantu kurang rantai sebar virus covid jaga sehat ya
1,serah bantu sosial dampak covid rofik hananto anggota komisi vi fpks dpr ri tabung oksigen handsanitizer lauk pauk box kurma boks nasi konsumsi
0,serah serah dki hancur tangan loe cuk bikin tugu mual tau sih
1,sholawatan yuk alloh selamat pandemi covid parah alloh sehat aamiiin sholawat gus aldi lihat channel gus muhaimin
1,siap makan obat alat pantau kondisi tubuh isolasi mandiri covid jalan aman nyaman
1,sila lengkap vaksinasi vaksin dos lindung sepenuh jangkit covid menangbersama lindungidirilindungisemua pkpd kitateguhkitamenang komunikasikita psacovidrtm
0,sma tega hukum covid hny laku kpd ibhrs krn emang sdh mnjd target habis biadab laknatullah
0,stop unggah sertifikat vaksin medsos sertifikat digital vaksin covid muat qr code wajib lindung dalam muat data pribadi lho unggah sertifikat digital data disalahgunakan jahat
1,suplemen ludes pasar covid lonjak gila nggak panik buying vitamin makan hari
0,tangan covid rujuk china vietnam implementasi china vietnam muncung kencang tentang liat tank jalan raya aja ribut kayak
1,teliti perancis china itali abar kandung nikotin rokok efek bantu cegah covid
1,teman pandemi gerak normal ancam selesai syukur teman sehat lindung sedih dengar kabar positif covid keluarga kerabat
1,thibbun nabawi studi bukti madu jintan hitam cepat bersih virus covid
0,tidur penuh rskd balikpapan tutup layan ugd covid
0,tim advokasi korban korupsi bansos covid aju gugat langsung adil tindak pidana korupsi jakarta juni tim advokasi gabung perkara gugat ganti rugi atur pasal hap bongkarkorupsibansos
0,today dapet kabar bos samator arief harsono tinggal dunia papar covid sungguh berita jujur sedih negara tindak beliau supply oksigen moga amal ibadah beliau terima tuhan maha esa
1,tpp kabupaten sampang mendo akan moga wabah covid angkat allah swt negeri doadaridesauntukindonesia tppisampang
1,tracing testing salah kunci terap ppkm darurat efektif perintah kota semarang upaya swab deteksi meminimalisir dampak covid turun angka mati bergerakbersama
0,tragis tinggal rs pasien covid tinggal selokan
0,tua-muda kaya-miskin sekolah tinggi-tidak sekolah artis-orang pejabat-pengangguran arief harsono bos samator group tinggal dunia covid
0,ujung provokasi ayo lawan perintah dzolim aneh pikir ayo lawan putus tular covid sila barangkali nal
1,usa benar sektor ekonomi sosial operasi normal negara teruk landa covid ubah drastik tindak rakyat usa gugur donald trump
0,vaksin covid kebal tular covid
0,varian delta cepat rebak akibat lonjak kes baharu covid rata dunia varian anggap ancam besar lapor tular negara gus varian covid dominan
1,video menit rangkum bijak presiden tangan pandemi covid
1,viral ganjar pranowo marah mahasiwa positif covid tolak pakai masker tahun
0,virus corona varian delta dominasi wabah covid italia virus vararian delta dominasi wabah covid italia varian delta ganas varian alpha beta kampanye vaksinasi minim
0,virus covid asal asing lucu nya jakarta pintu masuk warga batas tp pintu masuk warga asing biar buka operasi gak percaya covid ngamuk tp atur bikin gak percaya covid
0,walikota surabaya eri cahyadi langgar ppkm darurat bawa tpu putih orang surabaya tinggal covid
0,warning signs tanda sakit covid kuarantin rumah teruk rawat fasiliti kesihatan demam panjang sukar nafas sakit dada selera makan minum lesu tambah teruk
0,waspada sebar wabah covid ganas mati
1,weekend dg misi selamat dunia rebah biar tekan angka covid rem
0,who murka ajang tanding sepak bola euro sebab muncul klaster covid imbas tingkat corona varian delta eropa
0,wisatawan libur kota yogyakarta harus bawa surat terang bebas covid vaksin covid
0,yg bs goreng isiu ngamuk karna laku ppkm darurat monggo liat video covid nyata korban ppkm selamat masyarakat klo bs kontribusi bg perintah nakes tebar provokasi tolak ppkm
0,yg habib mustofa al haddar kalimantan pes wakil bupati ceramah waspada covid eh ceramah tentang pesan wakil bupati video ceramah habib youtube
0,yg razia yaqut org nu kenal toa masjid seabreg toko borong muak dgn nu jokowi perintah paksa wabah pandemi covid orang pro-jokowi
0,yg wujud gagal perintah lindung rakyat gagal tangan sebar covid gagal sedia fasilitas sehat layak miris diam parlemen bungkam
0,yth presiden ri tolong stop terbang manusia negeri jgn biar warga negara asing bawa virus sebar kpd rakyat indonesia tp perintah marah kritik krn angka mati akibat covid tingkat ekonomi buruk rakyat bkn tumbal
